"","age","workclass","fnlwgt","education","education_num","marital_stat","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_wk","native_country","label"
"16520",54," Local-gov",168553," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"16521",23," Private",103064," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16522",37," Private",123833," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States",0
"16523",60," Federal-gov",55621," Assoc-acdm",12," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States",0
"16524",66," Local-gov",189834," 7th-8th",4," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States",0
"16525",36," Private",217926," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,50," United-States",0
"16526",29," Self-emp-not-inc",341672," HS-grad",9," Married-spouse-absent"," Transport-moving"," Other-relative"," Asian-Pac-Islander"," Male",0,1564,50," India",1
"16527",29," Private",163003," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",2202,0,40," Taiwan",0
"16528",25," Private",194352," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,44," United-States",0
"16529",23," Private",393248," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"16530",38," Private",279315," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,40," United-States",0
"16531",33," Private",392812," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States",1
"16532",49," Self-emp-inc",34998," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",0
"16533",57," Self-emp-inc",51016," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"16534",57," Local-gov",132717," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",0
"16535",46," Private",186078," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,45," United-States",0
"16536",37," Self-emp-inc",196123," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States",1
"16537",43," Self-emp-inc",304906," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
"16538",26," Private",41521," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"16539",40," Private",346847," Assoc-voc",11," Separated"," Prof-specialty"," Other-relative"," White"," Female",0,0,40," United-States",0
"16540",39," Self-emp-not-inc",107233," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"16541",39," Private",150125," Assoc-acdm",12," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"16542",31," Private",400535," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"16543",31," Private",409622," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",0,0,36," Mexico",0
"16544",27," Private",136448," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"16545",36," Self-emp-not-inc",202950," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," Iran",0
"16546",40," Local-gov",197012," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Female",8614,0,40," England",1
"16547",57," Private",237691," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico",0
"16548",24," Private",170277," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"16549",30," Private",160784," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",0
"16550",28," Private",33798," 12th",8," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States",0
"16551",22," Private",197838," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16552",31," Private",223212," 7th-8th",4," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,50," United-States",0
"16553",33," Private",125762," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States",1
"16554",20," Private",283969," Some-college",10," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,15," United-States",0
"16555",25," Private",374163," 12th",8," Married-civ-spouse"," Farming-fishing"," Husband"," Other"," Male",0,0,60," Mexico",0
"16556",49," State-gov",118567," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"16557",21," Private",147655," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States",0
"16558",45," Private",82797," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"16559",36," Local-gov",142573," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"16560",41," Private",235167," 5th-6th",3," Married-spouse-absent"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,32," Mexico",0
"16561",23," Private",53245," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,1602,12," United-States",0
"16562",47," Private",28035," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"16563",41," Private",247082," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",0
"16564",30," Private",123397," HS-grad",9," Never-married"," Handlers-cleaners"," Unmarried"," White"," Female",0,0,40," United-States",0
"16565",29," Local-gov",133327," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16566",31," Private",102270," 7th-8th",4," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States",0
"16567",55," Private",240988," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Philippines",0
"16568",19," Private",386378," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,35," United-States",0
"16569",31," State-gov",350651," 12th",8," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States",1
"16570",18," State-gov",76142," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,8," United-States",0
"16571",68," Private",73773," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,24," United-States",0
"16572",36," Local-gov",293358," Some-college",10," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",0,0,48," United-States",0
"16573",44," Private",146906," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"16574",58," Self-emp-not-inc",331474," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States",1
"16575",20," Private",213719," HS-grad",9," Never-married"," Sales"," Own-child"," Black"," Female",0,0,20," United-States",0
"16576",18," Private",101795," 10th",6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"16577",32," Private",228265," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,30," United-States",0
"16578",49," Self-emp-not-inc",130206," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16579",34," Private",324254," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"16580",22," Private",223019," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16581",40," Private",189666," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,45," United-States",0
"16582",35," Private",139086," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"16583",44," Self-emp-not-inc",75065," 12th",8," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,60," Vietnam",0
"16584",55," Private",139843," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,60," United-States",0
"16585",21," Private",34310," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2603,40," United-States",0
"16586",54," Private",346014," Some-college",10," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,40," United-States",0
"16587",39," Local-gov",163278," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",2202,0,44," United-States",0
"16588",52," Private",31460," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,38," United-States",0
"16589",57," Self-emp-inc",33725," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
"16590",58," State-gov",300623," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"16591",27," Local-gov",177072," Some-college",10," Never-married"," Prof-specialty"," Other-relative"," White"," Male",0,0,16," United-States",0
"16592",41," Private",167725," Some-college",10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16593",18," Private",131180," 11th",7," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,16," United-States",0
"16594",58," Private",275859," HS-grad",9," Widowed"," Craft-repair"," Unmarried"," White"," Male",8614,0,52," Mexico",1
"16595",50," Private",275181," 5th-6th",3," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,37," Cuba",0
"16596",31," Private",398988," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16597",32," Private",222654," 10th",6," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16598",37," Self-emp-not-inc",111129," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"16599",26," Self-emp-not-inc",137795," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States",0
"16600",33," Local-gov",242150," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States",0
"16601",35," State-gov",237873," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"16602",44," Private",367749," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," Mexico",0
"16603",26," Private",206600," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," Mexico",0
"16604",48," Federal-gov",247043," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16605",40," Private",187702," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16606",62," Private",41718," 10th",6," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," United-States",0
"16607",37," Private",151835," Prof-school",15," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
"16608",18," Private",118938," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,18," United-States",0
"16609",48," Private",224870," HS-grad",9," Divorced"," Machine-op-inspct"," Other-relative"," Other"," Female",0,0,38," Ecuador",0
"16610",45," Private",178341," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",0
"16611",35," Private",61343," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",0
"16612",35," Private",36989," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"16613",34," Self-emp-not-inc",226296," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,51," United-States",0
"16614",29," Private",186624," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," Cuba",0
"16615",19," Private",172582," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,30," United-States",0
"16616",53," State-gov",227392," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,60," United-States",0
"16617",49," Private",187563," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"16618",71," Private",137499," HS-grad",9," Widowed"," Sales"," Other-relative"," White"," Female",0,0,16," United-States",0
"16619",38," Private",239397," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,36," Mexico",0
"16620",39," Local-gov",327164," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",0
"16621",23," Private",140798," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"16622",29," Self-emp-inc",187450," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"16623",52," Private",194580," 5th-6th",3," Divorced"," Farming-fishing"," Unmarried"," White"," Male",0,0,40," United-States",0
"16624",41," Private",372682," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
"16625",20," Private",235442," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,35," United-States",0
"16626",30," Private",128065," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," United-States",0
